config_name,label_mode,query_mode,num_queries,P@1,R@1,mAP@1,P@5,R@5,mAP@5,P@10,R@10,mAP@10,P@20,R@20,mAP@20,search_ms_mean,extract_ms_mean,pca_ms_mean,total_ms_mean
C0_full,parent,precomputed,100,0.060000,0.005722,0.060000,0.066000,0.031610,0.034033,0.055000,0.046576,0.023921,0.044500,0.074532,0.023389,0.591,0.000,0.000,0.591
